"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType","startdate","starttime","subject_id"
"390.2000000178814","80","-15.38","-20.00","30","loss","1","html-keyboard-response","472","394187","0.0-4.0-3.0-1.0-0.29","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"279.30000001192093","81","-0.02","-5.00","365","loss","0","html-keyboard-response","475","396476","0.0-4.0-3.0-1.0-0.30","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"268.10000002384186","80","-18.35","-20.00","90","loss","1","html-keyboard-response","478","398749","0.0-4.0-3.0-1.0-0.31","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"229.69999998807907","80","-23.87","-50.00","1095","loss","0","html-keyboard-response","481","400986","0.0-4.0-3.0-1.0-0.32","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"421.5","80","-0.18","-10.00","90","loss","1","html-keyboard-response","484","403418","0.0-4.0-3.0-1.0-0.33","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"816.3000000119209","81","-1.67","-20.00","1095","loss","0","html-keyboard-response","487","406240","0.0-4.0-3.0-1.0-0.34","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"316.2999999821186","80","-9.99","-10.00","30","loss","0","html-keyboard-response","490","408563","0.0-4.0-3.0-1.0-0.35","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"336.7999999821186","81","-9.71","-10.00","30","loss","0","html-keyboard-response","493","410907","0.0-4.0-3.0-1.0-0.36","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"291.7000000178814","80","-9.99","-10.00","90","loss","1","html-keyboard-response","496","413203","0.0-4.0-3.0-1.0-0.37","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"330.7999999821186","80","-7.33","-10.00","365","loss","0","html-keyboard-response","499","415541","0.0-4.0-3.0-1.0-0.38","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"350.59999999403954","80","-0.09","-20.00","365","loss","1","html-keyboard-response","502","417897","0.0-4.0-3.0-1.0-0.39","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
